Time,Force
0,0.00380053201303909
0.00075,0.00436096244875783
0.0015,0.00499128794128001
0.00225,0.00562172607416866
0.003,0.00625205739366752
0.00375,0.00681239129785349
0.0045,0.00744261495664478
0.00525,0.00793283990146221
0.006,0.00856306576870192
0.00675,0.00912317879167845
0.0075,0.0096832920872697
0.00825,0.0102432913423545
0.009,0.0108032905974936
0.00975,0.0112931759193602
0.0105,0.0119231750855986
0.01125,0.0124129472383139
0.012,0.0129728333284401
0.01275,0.0134626071830846
0.0135,0.0140223820800256
0.01425,0.0145820469030883
0.015,0.0151417142653998
0.01575,0.015631384252181
0.0165,0.016190948291237
0.01725,0.0166105169978575
0.018,0.0171699841641082
0.01875,0.0176594584350831
0.0195,0.0182189396525145
0.02025,0.018638326650845
0.021,0.0191977236059521
0.02175,0.0196171308051152
0.0225,0.0201764518996783
0.02325,0.0205958809767653
0.024,0.0211552275984395
0.02475,0.0215745880814039
0.0255,0.0220638740132373
0.02625,0.0224832639240963
0.027,0.0229726675156328
0.02775,0.0233920028201146
0.0285,0.0238813560067236
0.02925,0.0242308048028161
0.03,0.0247201916064826
0.03075,0.0250695233000386
0.0315,0.0255589481933466
0.03225,0.0259083910791902
0.033,0.026397851817701
0.03375,0.0267473305374011
0.0345,0.0271668890668125
0.03525,0.0275164013758683
0.036,0.0280059315485182
0.03675,0.0283555351721432
0.0375,0.0287751524885499
0.03825,0.0291247835395375
0.039,0.0295444781802578
0.03975,0.0298941346974468
0.0405,0.0302438511847269
0.04125,0.0305935331636759
0.042,0.0309432714757263
0.04275,0.0312230198722846
0.0435,0.0316427783165818
0.04425,0.0319225847252719
0.045,0.0322723616449655
0.04575,0.0324821834473871
0.0465,0.032832012224952
0.04725,0.0331118480034792
0.048,0.0334616907671692
0.04875,0.0336715405359383
0.0495,0.0340214253690241
0.05025,0.034301287716032
0.051,0.034651182618376
0.05175,0.0349310820002963
0.0525,0.0352109858564326
0.05325,0.0355608941829982
0.054,0.0359108283601817
0.05475,0.0361907650578436
0.0555,0.0366107042666602
0.05625,0.0368906459982227
0.057,0.0373105902415966
0.05775,0.037660554466783
0.0585,0.0380805198088846
0.05925,0.0384304862721407
0.06,0.0388504699167819
0.06075,0.0392704538415761
0.0615,0.0397604380447575
0.06225,0.0401104225315541
0.063,0.0406004225197515
0.06375,0.0410204225096333
0.0645,0.0415104380010539
0.06525,0.0419304379905705
0.066,0.0423504537618935
0.06675,0.0427704861518413
0.0675,0.0433305196533323
0.06825,0.043750554274305
0.069,0.0442406083022007
0.06975,0.0446606648433046
0.0705,0.0451507238923438
0.07125,0.0456408065365344
