Time,Force
0,0.00861753165280199
0.00075,0.00903839916401583
0.0015,0.00952931389076872
0.00225,0.00995027590027286
0.003,0.010371205822563
0.00375,0.0108621759466787
0.0045,0.0112831005983116
0.00525,0.0117040590628958
0.006,0.012054959761289
0.00675,0.0124758883402881
0.0075,0.0128267479724697
0.00825,0.0131776302331837
0.009,0.0135283319980956
0.00975,0.0138091508986138
0.0105,0.0141597766492951
0.01125,0.0145105194578576
0.012,0.0147210584582269
0.01275,0.0150716042669968
0.0135,0.0152820460219844
0.01425,0.0154923802015883
0.015,0.0157727168001315
0.01575,0.0159829425613434
0.0165,0.0162631693435111
0.01725,0.016543282965395
0.018,0.016683282779309
0.01875,0.0169631684176352
0.0195,0.0171030545236034
0.02025,0.0173129408194328
0.021,0.0175227145307266
0.02175,0.0176624894561811
0.0225,0.0179421538604224
0.02325,0.0181518208799669
0.024,0.0182913810051671
0.02475,0.0185009455289836
0.0255,0.0186405146204205
0.02625,0.0188499822476934
0.027,0.0189894569578447
0.02775,0.0191288358810798
0.0285,0.0192683259918114
0.02925,0.0194076239637764
0.03,0.0196170330546946
0.03075,0.0198263564368689
0.0315,0.0199656936022546
0.03225,0.0201749528279571
0.033,0.0203142300273862
0.03375,0.0203834383525958
0.0345,0.02059266923639
0.03525,0.0208019227916623
0.036,0.0210111200124496
0.03675,0.0212203452185317
0.0375,0.02135952531652
0.03825,0.0216388092495484
0.039,0.0217780539789986
0.03975,0.0219873325288084
0.0405,0.0222665840838071
0.04125,0.0224758759542865
0.042,0.0227552621983518
0.04275,0.0230345805114496
0.0435,0.0233139932205756
0.04425,0.0235934024531598
0.045,0.0238728589601467
0.04575,0.0242223627298227
0.0465,0.0245019137806024
0.04725,0.0247815120987982
0.048,0.0252011323693502
0.04875,0.0254808288531738
0.0495,0.0259005548388347
0.05025,0.0262503356365451
0.051,0.0266001712397168
0.05175,0.0270200616448196
0.0525,0.0273700089460094
0.05325,0.0277200050320242
0.054,0.028140050458863
0.05475,0.0284901431269918
0.0555,0.0289102830324278
0.05625,0.0294004540971088
0.057,0.0297506654087931
0.05775,0.030240916955474
0.0585,0.0306611828875419
0.05925,0.0310814826267908
0.06,0.0315717844407765
0.06075,0.0319921141951274
0.0615,0.0324824718720312
0.06225,0.0330428176400688
0.063,0.0334631439884125
0.06375,0.0340234881786328
0.0645,0.0344438502622624
0.06525,0.0350041334925316
0.066,0.0354944766607623
0.06675,0.0360547300953634
0.0675,0.0366149904991664
0.06825,0.0371052578924802
0.069,0.0377354215702574
0.06975,0.0382956437904725
0.0705,0.0388557564796721
0.07125,0.0394858702557188
0.072,0.0400459274769316
0.07275,0.0405359849977205
0.0735,0.0412359847588817
0.07425,0.0417959268855933
0.075,0.0424258121503818
0.07575,0.0430556985406594
0.0765,0.0436855860563135
0.07725,0.0443153646558692
0.078,0.044875147760387
