Time,Force
0,-0.00565894188066324
0.00075,-0.00516797758549431
0.0015,-0.00474688739828533
0.00225,-0.00425583919049483
0.003,-0.00376484299265151
0.00375,-0.0032037176716268
0.0045,-0.00271274917737263
0.00525,-0.00215165157441549
0.006,-0.00166072842053916
0.00675,-0.00109967617107631
0.0075,-0.000608705246346042
0.00825,-0.00011782327663995
0.009,0.000443076470945658
0.00975,0.000933878402032962
0.0105,0.00149469390828327
0.01125,0.00212540357313107
0.012,0.00261612347422835
0.01275,0.00317673082803727
0.0135,0.00373722154785705
0.01425,0.0042277168260102
0.015,0.00485809078439703
0.01575,0.00534834136127649
0.0165,0.0059085929294167
0.01725,0.00653884548570904
0.018,0.00702884467835507
0.01875,0.00765884364040348
0.0195,0.00814884283315831
0.02025,0.00877871487900694
0.021,0.00926846108940393
0.02175,0.00975820843337638
0.0225,0.0103879566873094
0.02325,0.0109475818072147
0.024,0.0114370863187602
0.02475,0.0120665951223448
0.0255,0.0125559879133619
0.02625,0.0131153876316398
0.027,0.0136746767347462
0.02775,0.0141638603645577
0.0285,0.0147930575642224
0.02925,0.015282268707521
0.03,0.0158413839957994
0.03075,0.0164705171618412
0.0315,0.0169595636914127
0.03225,0.0175886327827668
0.033,0.0180776253018144
0.03375,0.018566645847482
0.0345,0.0191956007346411
0.03525,0.0196845896551451
0.036,0.0203136123643649
0.03675,0.0208726690339256
0.0375,0.0214317596022978
0.03825,0.0219908061840962
0.039,0.0225498930948997
0.03975,0.0231090914968657
0.0405,0.0236682556963502
0.04125,0.024157460243272
0.042,0.0247867050443706
0.04275,0.0254159324251146
0.0435,0.0259052612525579
0.04425,0.0265346303397929
0.045,0.0270940397460095
0.04575,0.0276534454159044
0.0465,0.0282129387624697
0.04725,0.0287024353658338
0.048,0.0292620126347604
0.04875,0.0297516301886058
0.0495,0.0303112613153567
0.05025,0.0308709627616643
0.051,0.0313607044775654
0.05175,0.0319204701025289
0.0525,0.0324102956923744
0.05325,0.032900161536315
0.054,0.0333900676309623
0.05475,0.0338100139730035
0.0555,0.0343700005589009
0.05625,0.0348600273854466
0.057,0.0353500873236107
0.05775,0.0358401810691655
0.0585,0.0362603086205354
0.05925,0.0367504699730498
0.06,0.0371706651272563
0.06075,0.0376608718637256
0.0615,0.0381511065277351
0.06225,0.0386413415976999
0.063,0.0390615992903082
0.06375,0.039551879592018
0.0645,0.0399721132332453
0.06525,0.0404623605422688
0.066,0.0408826215358982
0.06675,0.0413728561079274
0.0675,0.0418630592420255
0.06825,0.0422832693609249
0.069,0.0427034424600586
0.06975,0.0431935751760992
0.0705,0.0436137104132595
0.07125,0.0441038019187512
0.072,0.0445238480501364
0.07275,0.0449438944585973
0.0735,0.04536389436537
0.07425,0.0457838477737965
0.075,0.0462038014637245
0.07575,0.0466937097619591
0.0765,0.0470436192111851
0.07725,0.0474634855069545
0.078,0.0478833111802995
0.07875,0.0483031413296481
0.0795,0.0486529759665622
0.08025,0.0490727755571141
0.081,0.0494925821375247
0.08175,0.0499123592711948
0.0825,0.0502621119942259
0.08325,0.0506819109258505
0.084,0.0510316890745738
0.08475,0.0514514522902093
0.0855,0.051801259771031
0.08625,0.0520810323676402
0.087,0.0525008492123441
0.08775,0.0528506645331012
0.0885,0.0532005024724741
0.08925,0.0536203489308712
0.09,0.0539702346164428
0.09075,0.0543201341236776
0.0915,0.0546700558256052
0.09225,0.0550900139560634
0.093,0.0553700001395568
0.09375,0.0557200200960112
0.0945,0.0560700738234698
0.09525,0.0564901709481791
0.096,0.0568403082587743
0.09675,0.0571904694259057
0.0975,0.0575406837518094
0.09825,0.0579609382524859
0.099,0.0583112329318247
0.09975,0.0585915975114581
0.1005,0.0590119758772273
0.10125,0.0594323944084219
0.102,0.0597828531135264
0.10275,0.0602733519555465
0.1035,0.0606238909812085
0.10425,0.0610444701475532
0.105,0.0613950894853482
0.10575,0.0618157489537502
0.1065,0.0622364485677057
0.10725,0.0626571883243238
0.108,0.0630779016805599
0.10875,0.0635687183328454
0.1095,0.0639895021973863
0.11025,0.0644103197801627
0.111,0.0648311710787575
0.11175,0.0653220560426965
0.1125,0.0656728898724518
0.11325,0.0660937515088977
0.114,0.0665846409397397
0.11475,0.0670754651905564
0.1155,0.0674963120531208
0.11625,0.0679171814674695
0.117,0.068337973163537
0.11775,0.0688287825967493
0.1185,0.0692495054655085
0.11925,0.0696702419652673
0.12,0.0701608839446821
0.12075,0.0705815360135437
0.1215,0.0710720868733544
0.12225,0.0715626446739193
0.123,0.0719830958745266
0.12375,0.0724735514212688
0.1245,0.072963895825881
0.12525,0.0733842428173176
0.126,0.073874592203621
0.12675,0.0743647087597454
0.1275,0.0748549433843104
0.12825,0.0754150606607285
0.129,0.0759050599620636
0.12975,0.0763950592634299
0.1305,0.0768849405035404
0.13125,0.0774448219301821
0.132,0.077934586523527
0.13275,0.0783542359630446
0.1335,0.0789138877377765
0.13425,0.0794735420432863
0.135,0.0799630853907102
0.13575,0.0805225209491434
0.1365,0.081011963598685
0.13725,0.0815714131615686
0.138,0.0820606546587704
0.13875,0.082550015336228
0.1395,0.0831092821975032
0.14025,0.0835984612592922
0.141,0.0841576581307968
0.14175,0.0847167760558493
0.1425,0.0852059166704117
0.14325,0.0857650798422782
0.144,0.0862541766716202
0.14475,0.086743301413138
0.1455,0.0873024540149431
0.14625,0.0877915542003171
0.147,0.088280688145726
0.14775,0.088839781844619
0.1485,0.0893289863712571
0.14925,0.0898881570634186
0.15,0.0903773679503567
0.15075,0.0908666189929358
0.1515,0.091355910187822
0.15225,0.0917752415525108
0.153,0.0923345624678229
0.15375,0.0928239774431888
0.1545,0.0933134325572693
0.15525,0.0938028875624275
